"Genotype","pop","Loc","Row","Column","rep","Plot_RC_ID","Year","co_loc","in_len"
"LAR3N34","pxw","LA","6","22","3","LA_R6N22",2017,0,33.33333333
NA,NA,"LA","6","23","1","LA_R6N23",2017,NA,NA
NA,NA,"LA","6","23","2","LA_R6N23",2017,NA,NA
NA,NA,"LA","6","23","3","LA_R6N23",2017,NA,NA
"LAR3N36","pxw","LA","6","24","1","LA_R6N24",2017,0,33.33333333
"LAR3N36","pxw","LA","6","24","2","LA_R6N24",2017,0,33.33333333
"LAR3N36","pxw","LA","6","24","3","LA_R6N24",2017,0,40
NA,NA,"LA","6","25","1","LA_R6N25",2017,NA,NA
NA,NA,"LA","6","25","2","LA_R6N25",2017,NA,NA
NA,NA,"LA","6","25","3","LA_R6N25",2017,NA,NA
"LAR3N38","pxw","LA","6","26","1","LA_R6N26",2017,0,33.33333333
"LAR3N38","pxw","LA","6","26","2","LA_R6N26",2017,0,33.33333333
"LAR3N38","pxw","LA","6","26","3","LA_R6N26",2017,0,28.57142857
"LAR3N39","pxw","LA","6","27","1","LA_R6N27",2017,1,16.66666667
"LAR3N39","pxw","LA","6","27","2","LA_R6N27",2017,1,12.5
"LAR3N39","pxw","LA","6","27","3","LA_R6N27",2017,1,14.28571429
"LAR3N40","pxw","LA","6","28","1","LA_R6N28",2017,1,22.22222222
"LAR3N40","pxw","LA","6","28","2","LA_R6N28",2017,1,16.66666667
"LAR3N40","pxw","LA","6","28","3","LA_R6N28",2017,1,16.66666667
"LAR3N41","pxw","LA","6","29","1","LA_R6N29",2017,1,33.33333333
"LAR3N41","pxw","LA","6","29","2","LA_R6N29",2017,1,33.33333333
"LAR3N41","pxw","LA","6","29","3","LA_R6N29",2017,1,40
"LAR3N15","pxw","LA","6","3","1","LA_R6N3",2017,1,22.22222222
"LAR3N15","pxw","LA","6","3","2","LA_R6N3",2017,1,22.22222222
"LAR3N15","pxw","LA","6","3","3","LA_R6N3",2017,1,22.22222222
NA,NA,"LA","6","30","1","LA_R6N30",2017,NA,NA
NA,NA,"LA","6","30","2","LA_R6N30",2017,NA,NA
NA,NA,"LA","6","30","3","LA_R6N30",2017,NA,NA
"LAR3N43","pxw","LA","6","31","1","LA_R6N31",2017,0,33.33333333
"LAR3N43","pxw","LA","6","31","2","LA_R6N31",2017,0,33.33333333
"LAR3N43","pxw","LA","6","31","3","LA_R6N31",2017,0,33.33333333
"LAR3N44","pxw","LA","6","32","1","LA_R6N32",2017,1,16.66666667
"LAR3N44","pxw","LA","6","32","2","LA_R6N32",2017,1,16.66666667
"LAR3N44","pxw","LA","6","32","3","LA_R6N32",2017,1,14.28571429
"LAR3N45","pxw","LA","6","33","1","LA_R6N33",2017,1,16.66666667
"LAR3N45","pxw","LA","6","33","2","LA_R6N33",2017,1,12.5
"LAR3N45","pxw","LA","6","33","3","LA_R6N33",2017,1,14.28571429
NA,NA,"LA","6","34","1","LA_R6N34",2017,NA,NA
NA,NA,"LA","6","34","2","LA_R6N34",2017,NA,NA
NA,NA,"LA","6","34","3","LA_R6N34",2017,NA,NA
NA,NA,"LA","6","35","1","LA_R6N35",2017,NA,NA
NA,NA,"LA","6","35","2","LA_R6N35",2017,NA,NA
NA,NA,"LA","6","35","3","LA_R6N35",2017,NA,NA
NA,NA,"LA","6","36","1","LA_R6N36",2017,NA,NA
NA,NA,"LA","6","36","2","LA_R6N36",2017,NA,NA
NA,NA,"LA","6","36","3","LA_R6N36",2017,NA,NA
"LAR3N49","pxw","LA","6","37","1","LA_R6N37",2017,0,40
"LAR3N49","pxw","LA","6","37","2","LA_R6N37",2017,0,33.33333333
"LAR3N49","pxw","LA","6","37","3","LA_R6N37",2017,0,NA
NA,NA,"LA","6","38","1","LA_R6N38",2017,NA,NA
NA,NA,"LA","6","38","2","LA_R6N38",2017,NA,NA
NA,NA,"LA","6","38","3","LA_R6N38",2017,NA,NA
NA,NA,"LA","6","39","1","LA_R6N39",2017,NA,NA
NA,NA,"LA","6","39","2","LA_R6N39",2017,NA,NA
NA,NA,"LA","6","39","3","LA_R6N39",2017,NA,NA
"LAR3N16","pxw","LA","6","4","1","LA_R6N4",2017,1,22.22222222
"LAR3N16","pxw","LA","6","4","2","LA_R6N4",2017,1,28.57142857
"LAR3N16","pxw","LA","6","4","3","LA_R6N4",2017,1,25
"LAR3N52","pxw","LA","6","40","1","LA_R6N40",2017,1,7.142857143
"LAR3N52","pxw","LA","6","40","2","LA_R6N40",2017,1,7.692307692
"LAR3N52","pxw","LA","6","40","3","LA_R6N40",2017,1,8.333333333
"LAR3N53","pxw","LA","6","41","1","LA_R6N41",2017,1,20
"LAR3N53","pxw","LA","6","41","2","LA_R6N41",2017,1,25
"LAR3N53","pxw","LA","6","41","3","LA_R6N41",2017,1,25
"LAR3N54","pxw","LA","6","42","1","LA_R6N42",2017,0,33.33333333
"LAR3N54","pxw","LA","6","42","2","LA_R6N42",2017,0,25
"LAR3N54","pxw","LA","6","42","3","LA_R6N42",2017,0,28.57142857
"LAR3N55","pxw","LA","6","43","1","LA_R6N43",2017,0,33.33333333
"LAR3N55","pxw","LA","6","43","2","LA_R6N43",2017,0,33.33333333
"LAR3N55","pxw","LA","6","43","3","LA_R6N43",2017,0,33.33333333
NA,NA,"LA","6","44","1","LA_R6N44",2017,NA,NA
NA,NA,"LA","6","44","2","LA_R6N44",2017,NA,NA
NA,NA,"LA","6","44","3","LA_R6N44",2017,NA,NA
"LAR3N57","pxw","LA","6","45","1","LA_R6N45",2017,0,33.33333333
"LAR3N57","pxw","LA","6","45","2","LA_R6N45",2017,0,33.33333333
"LAR3N57","pxw","LA","6","45","3","LA_R6N45",2017,0,40
NA,NA,"LA","6","46","1","LA_R6N46",2017,NA,NA
NA,NA,"LA","6","46","2","LA_R6N46",2017,NA,NA
NA,NA,"LA","6","46","3","LA_R6N46",2017,NA,NA
NA,NA,"LA","6","47","1","LA_R6N47",2017,NA,NA
NA,NA,"LA","6","47","2","LA_R6N47",2017,NA,NA
NA,NA,"LA","6","47","3","LA_R6N47",2017,NA,NA
"LAR3N60","pxw","LA","6","48","1","LA_R6N48",2017,0,NA
"LAR3N60","pxw","LA","6","48","2","LA_R6N48",2017,0,28.57142857
"LAR3N60","pxw","LA","6","48","3","LA_R6N48",2017,0,28.57142857
NA,NA,"LA","6","49","1","LA_R6N49",2017,NA,NA
NA,NA,"LA","6","49","2","LA_R6N49",2017,NA,NA
NA,NA,"LA","6","49","3","LA_R6N49",2017,NA,NA
"LAR3N17","pxw","LA","6","5","1","LA_R6N5",2017,1,22.22222222
"LAR3N17","pxw","LA","6","5","2","LA_R6N5",2017,1,20
"LAR3N17","pxw","LA","6","5","3","LA_R6N5",2017,1,22.22222222
NA,NA,"LA","6","50","1","LA_R6N50",2017,NA,NA
NA,NA,"LA","6","50","2","LA_R6N50",2017,NA,NA
NA,NA,"LA","6","50","3","LA_R6N50",2017,NA,NA
"LAR3N63","pxw","LA","6","51","1","LA_R6N51",2017,0,33.33333333
"LAR3N63","pxw","LA","6","51","2","LA_R6N51",2017,0,NA
"LAR3N63","pxw","LA","6","51","3","LA_R6N51",2017,0,33.33333333
NA,NA,"LA","6","52","1","LA_R6N52",2017,NA,NA
NA,NA,"LA","6","52","2","LA_R6N52",2017,NA,NA
NA,NA,"LA","6","52","3","LA_R6N52",2017,NA,NA
"LAR3N65","pxw","LA","6","53","1","LA_R6N53",2017,1,16.66666667
"LAR3N65","pxw","LA","6","53","2","LA_R6N53",2017,1,14.28571429
"LAR3N65","pxw","LA","6","53","3","LA_R6N53",2017,1,16.66666667
"LAR3N66","pxw","LA","6","54","1","LA_R6N54",2017,0,50
"LAR3N66","pxw","LA","6","54","2","LA_R6N54",2017,0,50
"LAR3N66","pxw","LA","6","54","3","LA_R6N54",2017,0,40
"LAR3N67","pxw","LA","6","55","1","LA_R6N55",2017,0,33.33333333
"LAR3N67","pxw","LA","6","55","2","LA_R6N55",2017,0,40
"LAR3N67","pxw","LA","6","55","3","LA_R6N55",2017,0,33.33333333
NA,NA,"LA","6","56","1","LA_R6N56",2017,NA,NA
NA,NA,"LA","6","56","2","LA_R6N56",2017,NA,NA
NA,NA,"LA","6","56","3","LA_R6N56",2017,NA,NA
NA,NA,"LA","6","57","1","LA_R6N57",2017,NA,NA
NA,NA,"LA","6","57","2","LA_R6N57",2017,NA,NA
NA,NA,"LA","6","57","3","LA_R6N57",2017,NA,NA
NA,NA,"LA","6","58","1","LA_R6N58",2017,NA,NA
NA,NA,"LA","6","58","2","LA_R6N58",2017,NA,NA
NA,NA,"LA","6","58","3","LA_R6N58",2017,NA,NA
"LAR3N71","pxw","LA","6","59","1","LA_R6N59",2017,0,25
"LAR3N71","pxw","LA","6","59","2","LA_R6N59",2017,0,28.57142857
"LAR3N71","pxw","LA","6","59","3","LA_R6N59",2017,0,33.33333333
NA,NA,"LA","6","6","1","LA_R6N6",2017,NA,NA
NA,NA,"LA","6","6","2","LA_R6N6",2017,NA,NA
NA,NA,"LA","6","6","3","LA_R6N6",2017,NA,NA
NA,NA,"LA","6","60","1","LA_R6N60",2017,NA,NA
NA,NA,"LA","6","60","2","LA_R6N60",2017,NA,NA
NA,NA,"LA","6","60","3","LA_R6N60",2017,NA,NA
NA,NA,"LA","6","61","1","LA_R6N61",2017,NA,NA
NA,NA,"LA","6","61","2","LA_R6N61",2017,NA,NA
NA,NA,"LA","6","61","3","LA_R6N61",2017,NA,NA
"LAR3N74","pxw","LA","6","62","1","LA_R6N62",2017,0,33.33333333
"LAR3N74","pxw","LA","6","62","2","LA_R6N62",2017,0,33.33333333
"LAR3N74","pxw","LA","6","62","3","LA_R6N62",2017,0,33.33333333
NA,NA,"LA","6","63","1","LA_R6N63",2017,NA,NA
NA,NA,"LA","6","63","2","LA_R6N63",2017,NA,NA
NA,NA,"LA","6","63","3","LA_R6N63",2017,NA,NA
"LAR3N76","pxw","LA","6","64","1","LA_R6N64",2017,0,40
"LAR3N76","pxw","LA","6","64","2","LA_R6N64",2017,0,40
"LAR3N76","pxw","LA","6","64","3","LA_R6N64",2017,0,33.33333333
"LAR3N77","pxw","LA","6","65","1","LA_R6N65",2017,0,20
"LAR3N77","pxw","LA","6","65","2","LA_R6N65",2017,0,22.22222222
"LAR3N77","pxw","LA","6","65","3","LA_R6N65",2017,0,25
"LAR3N78","pxw","LA","6","66","1","LA_R6N66",2017,1,NA
"LAR3N78","pxw","LA","6","66","2","LA_R6N66",2017,1,20
"LAR3N78","pxw","LA","6","66","3","LA_R6N66",2017,1,14.28571429
"LAR3N79","pxw","LA","6","67","1","LA_R6N67",2017,0,40
"LAR3N79","pxw","LA","6","67","2","LA_R6N67",2017,0,33.33333333
"LAR3N79","pxw","LA","6","67","3","LA_R6N67",2017,0,40
NA,NA,"LA","6","68","1","LA_R6N68",2017,NA,NA
NA,NA,"LA","6","68","2","LA_R6N68",2017,NA,NA
NA,NA,"LA","6","68","3","LA_R6N68",2017,NA,NA
"LAR3N81","pxw","LA","6","69","1","LA_R6N69",2017,0,40
"LAR3N81","pxw","LA","6","69","2","LA_R6N69",2017,0,40
"LAR3N81","pxw","LA","6","69","3","LA_R6N69",2017,0,40
NA,NA,"LA","6","7","1","LA_R6N7",2017,NA,NA
NA,NA,"LA","6","7","2","LA_R6N7",2017,NA,NA
NA,NA,"LA","6","7","3","LA_R6N7",2017,NA,NA
"LAR3N82","pxw","LA","6","70","1","LA_R6N70",2017,0,40
"LAR3N82","pxw","LA","6","70","2","LA_R6N70",2017,0,40
"LAR3N82","pxw","LA","6","70","3","LA_R6N70",2017,0,40
"LAR3N83","pxw","LA","6","71","1","LA_R6N71",2017,1,18.18181818
"LAR3N83","pxw","LA","6","71","2","LA_R6N71",2017,1,16.66666667
"LAR3N83","pxw","LA","6","71","3","LA_R6N71",2017,1,18.18181818
NA,NA,"LA","6","72","1","LA_R6N72",2017,NA,NA
NA,NA,"LA","6","72","2","LA_R6N72",2017,NA,NA
NA,NA,"LA","6","72","3","LA_R6N72",2017,NA,NA
NA,NA,"LA","6","73","1","LA_R6N73",2017,NA,NA
NA,NA,"LA","6","73","2","LA_R6N73",2017,NA,NA
NA,NA,"LA","6","73","3","LA_R6N73",2017,NA,NA
"LAR3N86","pxw","LA","6","74","1","LA_R6N74",2017,1,20
"LAR3N86","pxw","LA","6","74","2","LA_R6N74",2017,1,20
"LAR3N86","pxw","LA","6","74","3","LA_R6N74",2017,1,18.18181818
NA,NA,"LA","6","75","1","LA_R6N75",2017,NA,NA
NA,NA,"LA","6","75","2","LA_R6N75",2017,NA,NA
NA,NA,"LA","6","75","3","LA_R6N75",2017,NA,NA
NA,NA,"LA","6","76","1","LA_R6N76",2017,NA,NA
NA,NA,"LA","6","76","2","LA_R6N76",2017,NA,NA
NA,NA,"LA","6","76","3","LA_R6N76",2017,NA,NA
NA,NA,"LA","6","77","1","LA_R6N77",2017,NA,NA
NA,NA,"LA","6","77","2","LA_R6N77",2017,NA,NA
NA,NA,"LA","6","77","3","LA_R6N77",2017,NA,NA
"LAR3N90","pxw","LA","6","78","1","LA_R6N78",2017,0,40
"LAR3N90","pxw","LA","6","78","2","LA_R6N78",2017,0,33.33333333
"LAR3N90","pxw","LA","6","78","3","LA_R6N78",2017,0,40
NA,NA,"LA","6","79","1","LA_R6N79",2017,NA,NA
NA,NA,"LA","6","79","2","LA_R6N79",2017,NA,NA
NA,NA,"LA","6","79","3","LA_R6N79",2017,NA,NA
"LAR3N20","pxw","LA","6","8","1","LA_R6N8",2017,0,40
"LAR3N20","pxw","LA","6","8","2","LA_R6N8",2017,0,40
"LAR3N20","pxw","LA","6","8","3","LA_R6N8",2017,0,33.33333333
NA,NA,"LA","6","80","1","LA_R6N80",2017,NA,NA
NA,NA,"LA","6","80","2","LA_R6N80",2017,NA,NA
NA,NA,"LA","6","80","3","LA_R6N80",2017,NA,NA
NA,NA,"LA","6","81","1","LA_R6N81",2017,NA,NA
NA,NA,"LA","6","81","2","LA_R6N81",2017,NA,NA
NA,NA,"LA","6","81","3","LA_R6N81",2017,NA,NA
NA,NA,"LA","6","82","1","LA_R6N82",2017,NA,NA
NA,NA,"LA","6","82","2","LA_R6N82",2017,NA,NA
NA,NA,"LA","6","82","3","LA_R6N82",2017,NA,NA
"LAR3N95","pxw","LA","6","83","1","LA_R6N83",2017,0,33.33333333
"LAR3N95","pxw","LA","6","83","2","LA_R6N83",2017,0,40
"LAR3N95","pxw","LA","6","83","3","LA_R6N83",2017,0,NA
"LAR3N96","pxw","LA","6","84","1","LA_R6N84",2017,1,NA
"LAR3N96","pxw","LA","6","84","2","LA_R6N84",2017,1,14.28571429
"LAR3N96","pxw","LA","6","84","3","LA_R6N84",2017,1,NA
"LAR3N97","pxw","LA","6","85","1","LA_R6N85",2017,0,40
"LAR3N97","pxw","LA","6","85","2","LA_R6N85",2017,0,40
"LAR3N97","pxw","LA","6","85","3","LA_R6N85",2017,0,40
NA,NA,"LA","6","86","1","LA_R6N86",2017,NA,NA
NA,NA,"LA","6","86","2","LA_R6N86",2017,NA,NA
NA,NA,"LA","6","86","3","LA_R6N86",2017,NA,NA
"LAR3N21","pxw","LA","6","9","1","LA_R6N9",2017,1,10
"LAR3N21","pxw","LA","6","9","2","LA_R6N9",2017,1,9.090909091
"LAR3N21","pxw","LA","6","9","3","LA_R6N9",2017,1,9.090909091
"LAR3N97","pxw","LA","7","1","1","LA_R7N1",2017,0,40
"LAR3N97","pxw","LA","7","1","2","LA_R7N1",2017,0,40
"LAR3N97","pxw","LA","7","1","3","LA_R7N1",2017,0,40
NA,NA,"LA","7","10","1","LA_R7N10",2017,NA,NA
NA,NA,"LA","7","10","2","LA_R7N10",2017,NA,NA
NA,NA,"LA","7","10","3","LA_R7N10",2017,NA,NA
NA,NA,"LA","7","11","1","LA_R7N11",2017,NA,NA
NA,NA,"LA","7","11","2","LA_R7N11",2017,NA,NA
NA,NA,"LA","7","11","3","LA_R7N11",2017,NA,NA
"LAR3N108","pxw","LA","7","12","1","LA_R7N12",2017,1,16.66666667
"LAR3N108","pxw","LA","7","12","2","LA_R7N12",2017,1,11.11111111
"LAR3N108","pxw","LA","7","12","3","LA_R7N12",2017,1,16.66666667
"LAR3N109","pxw","LA","7","13","1","LA_R7N13",2017,0,33.33333333
"LAR3N109","pxw","LA","7","13","2","LA_R7N13",2017,0,33.33333333
"LAR3N109","pxw","LA","7","13","3","LA_R7N13",2017,0,33.33333333
NA,NA,"LA","7","14","1","LA_R7N14",2017,NA,NA
NA,NA,"LA","7","14","2","LA_R7N14",2017,NA,NA
NA,NA,"LA","7","14","3","LA_R7N14",2017,NA,NA
NA,NA,"LA","7","15","1","LA_R7N15",2017,NA,NA
NA,NA,"LA","7","15","2","LA_R7N15",2017,NA,NA
NA,NA,"LA","7","15","3","LA_R7N15",2017,NA,NA
"LAR3N112","pxw","LA","7","16","1","LA_R7N16",2017,0,40
"LAR3N112","pxw","LA","7","16","2","LA_R7N16",2017,0,33.33333333
"LAR3N112","pxw","LA","7","16","3","LA_R7N16",2017,0,40
"LAR3N113","pxw","LA","7","17","1","LA_R7N17",2017,1,20
"LAR3N113","pxw","LA","7","17","2","LA_R7N17",2017,1,22.22222222
"LAR3N113","pxw","LA","7","17","3","LA_R7N17",2017,1,20
"LAR3N114","pxw","LA","7","18","1","LA_R7N18",2017,1,14.28571429
"LAR3N114","pxw","LA","7","18","2","LA_R7N18",2017,1,13.33333333
"LAR3N114","pxw","LA","7","18","3","LA_R7N18",2017,1,16.66666667
NA,NA,"LA","7","19","1","LA_R7N19",2017,NA,NA
NA,NA,"LA","7","19","2","LA_R7N19",2017,NA,NA
NA,NA,"LA","7","19","3","LA_R7N19",2017,NA,NA
"LAR3N98","pxw","LA","7","2","1","LA_R7N2",2017,0,40
"LAR3N98","pxw","LA","7","2","2","LA_R7N2",2017,0,40
"LAR3N98","pxw","LA","7","2","3","LA_R7N2",2017,0,40
NA,NA,"LA","7","20","1","LA_R7N20",2017,NA,NA
NA,NA,"LA","7","20","2","LA_R7N20",2017,NA,NA
NA,NA,"LA","7","20","3","LA_R7N20",2017,NA,NA
NA,NA,"LA","7","21","1","LA_R7N21",2017,NA,NA
NA,NA,"LA","7","21","2","LA_R7N21",2017,NA,NA
NA,NA,"LA","7","21","3","LA_R7N21",2017,NA,NA
"LAR3N118","pxw","LA","7","22","1","LA_R7N22",2017,0,40
"LAR3N118","pxw","LA","7","22","2","LA_R7N22",2017,0,33.33333333
"LAR3N118","pxw","LA","7","22","3","LA_R7N22",2017,0,40
NA,NA,"LA","7","23","1","LA_R7N23",2017,NA,NA
NA,NA,"LA","7","23","2","LA_R7N23",2017,NA,NA
NA,NA,"LA","7","23","3","LA_R7N23",2017,NA,NA
"LAR3N120","pxw","LA","7","24","1","LA_R7N24",2017,1,20
"LAR3N120","pxw","LA","7","24","2","LA_R7N24",2017,1,20
"LAR3N120","pxw","LA","7","24","3","LA_R7N24",2017,1,20
NA,NA,"LA","7","25","1","LA_R7N25",2017,NA,NA
NA,NA,"LA","7","25","2","LA_R7N25",2017,NA,NA
NA,NA,"LA","7","25","3","LA_R7N25",2017,NA,NA
NA,NA,"LA","7","26","1","LA_R7N26",2017,NA,NA
NA,NA,"LA","7","26","2","LA_R7N26",2017,NA,NA
NA,NA,"LA","7","26","3","LA_R7N26",2017,NA,NA
"LAR3N123","pxw","LA","7","27","1","LA_R7N27",2017,1,20
"LAR3N123","pxw","LA","7","27","2","LA_R7N27",2017,1,18.18181818
"LAR3N123","pxw","LA","7","27","3","LA_R7N27",2017,1,18.18181818
"LAR3N124","pxw","LA","7","28","1","LA_R7N28",2017,1,22.22222222
"LAR3N124","pxw","LA","7","28","2","LA_R7N28",2017,1,28.57142857
"LAR3N124","pxw","LA","7","28","3","LA_R7N28",2017,1,22.22222222
NA,NA,"LA","7","29","1","LA_R7N29",2017,NA,NA
NA,NA,"LA","7","29","2","LA_R7N29",2017,NA,NA
NA,NA,"LA","7","29","3","LA_R7N29",2017,NA,NA
NA,NA,"LA","7","3","1","LA_R7N3",2017,NA,NA
NA,NA,"LA","7","3","2","LA_R7N3",2017,NA,NA
NA,NA,"LA","7","3","3","LA_R7N3",2017,NA,NA
"LAR4N1","pxw","LA","7","30","1","LA_R7N30",2017,0,NA
"LAR4N1","pxw","LA","7","30","2","LA_R7N30",2017,0,NA
"LAR4N1","pxw","LA","7","30","3","LA_R7N30",2017,0,40
NA,NA,"LA","7","31","1","LA_R7N31",2017,NA,NA
NA,NA,"LA","7","31","2","LA_R7N31",2017,NA,NA
NA,NA,"LA","7","31","3","LA_R7N31",2017,NA,NA
NA,NA,"LA","7","32","1","LA_R7N32",2017,NA,NA
NA,NA,"LA","7","32","2","LA_R7N32",2017,NA,NA
NA,NA,"LA","7","32","3","LA_R7N32",2017,NA,NA
NA,NA,"LA","7","33","1","LA_R7N33",2017,NA,NA
NA,NA,"LA","7","33","2","LA_R7N33",2017,NA,NA
NA,NA,"LA","7","33","3","LA_R7N33",2017,NA,NA
NA,NA,"LA","7","34","1","LA_R7N34",2017,NA,NA
NA,NA,"LA","7","34","2","LA_R7N34",2017,NA,NA
NA,NA,"LA","7","34","3","LA_R7N34",2017,NA,NA
"LAR4N6","pxw","LA","7","35","1","LA_R7N35",2017,0,40
"LAR4N6","pxw","LA","7","35","2","LA_R7N35",2017,0,40
"LAR4N6","pxw","LA","7","35","3","LA_R7N35",2017,0,40
"LAR4N7","pxw","LA","7","36","1","LA_R7N36",2017,0,22.22222222
"LAR4N7","pxw","LA","7","36","2","LA_R7N36",2017,0,28.57142857
"LAR4N7","pxw","LA","7","36","3","LA_R7N36",2017,0,25
NA,NA,"LA","7","37","1","LA_R7N37",2017,NA,NA
"LAR4N8","pxw","LA","7","37","2","LA_R7N37",2017,1,11.76470588
"LAR4N8","pxw","LA","7","37","3","LA_R7N37",2017,1,10.52631579
"LAR4N11","pxw","LA","7","38","1","LA_R7N38",2017,1,14.28571429
"LAR4N11","pxw","LA","7","38","2","LA_R7N38",2017,1,16.66666667
"LAR4N11","pxw","LA","7","38","3","LA_R7N38",2017,1,16.66666667
"LAR4N12","pxw","LA","7","39","1","LA_R7N39",2017,1,14.28571429
"LAR4N12","pxw","LA","7","39","2","LA_R7N39",2017,1,15.38461538
"LAR4N12","pxw","LA","7","39","3","LA_R7N39",2017,1,11.11111111
"LAR3N100","pxw","LA","7","4","1","LA_R7N4",2017,1,14.28571429
"LAR3N100","pxw","LA","7","4","2","LA_R7N4",2017,1,22.22222222
"LAR3N100","pxw","LA","7","4","3","LA_R7N4",2017,1,22.22222222
"LAR4N13","pxw","LA","7","40","1","LA_R7N40",2017,1,33.33333333
"LAR4N13","pxw","LA","7","40","2","LA_R7N40",2017,1,33.33333333
"LAR4N13","pxw","LA","7","40","3","LA_R7N40",2017,1,25
"LAR4N14","pxw","LA","7","41","1","LA_R7N41",2017,0,40
"LAR4N14","pxw","LA","7","41","2","LA_R7N41",2017,0,40
"LAR4N14","pxw","LA","7","41","3","LA_R7N41",2017,0,33.33333333
NA,NA,"LA","7","42","1","LA_R7N42",2017,NA,NA
NA,NA,"LA","7","42","2","LA_R7N42",2017,NA,NA
NA,NA,"LA","7","42","3","LA_R7N42",2017,NA,NA
"LAR4N16","pxw","LA","7","43","1","LA_R7N43",2017,0,33.33333333
"LAR4N16","pxw","LA","7","43","2","LA_R7N43",2017,0,33.33333333
"LAR4N16","pxw","LA","7","43","3","LA_R7N43",2017,0,33.33333333
"LAR4N17","pxw","LA","7","44","1","LA_R7N44",2017,0,33.33333333
"LAR4N17","pxw","LA","7","44","2","LA_R7N44",2017,0,33.33333333
"LAR4N17","pxw","LA","7","44","3","LA_R7N44",2017,0,28.57142857
"LAR4N18","pxw","LA","7","45","1","LA_R7N45",2017,1,25
"LAR4N18","pxw","LA","7","45","2","LA_R7N45",2017,1,18.18181818
"LAR4N18","pxw","LA","7","45","3","LA_R7N45",2017,1,18.18181818
NA,NA,"LA","7","46","1","LA_R7N46",2017,NA,NA
NA,NA,"LA","7","46","2","LA_R7N46",2017,NA,NA
NA,NA,"LA","7","46","3","LA_R7N46",2017,NA,NA
"LAR4N20","pxw","LA","7","47","1","LA_R7N47",2017,1,16.66666667
"LAR4N20","pxw","LA","7","47","2","LA_R7N47",2017,1,18.18181818
"LAR4N20","pxw","LA","7","47","3","LA_R7N47",2017,1,16.66666667
"LAR4N21","pxw","LA","7","48","1","LA_R7N48",2017,0,40
"LAR4N21","pxw","LA","7","48","2","LA_R7N48",2017,0,40
"LAR4N21","pxw","LA","7","48","3","LA_R7N48",2017,0,40
NA,NA,"LA","7","49","1","LA_R7N49",2017,NA,NA
NA,NA,"LA","7","49","2","LA_R7N49",2017,NA,NA
NA,NA,"LA","7","49","3","LA_R7N49",2017,NA,NA
"LAR3N101","pxw","LA","7","5","1","LA_R7N5",2017,1,20
"LAR3N101","pxw","LA","7","5","2","LA_R7N5",2017,1,20
"LAR3N101","pxw","LA","7","5","3","LA_R7N5",2017,1,18.18181818
NA,NA,"LA","7","50","1","LA_R7N50",2017,NA,NA
NA,NA,"LA","7","50","2","LA_R7N50",2017,NA,NA
NA,NA,"LA","7","50","3","LA_R7N50",2017,NA,NA
"LAR4N25","pxw","LA","7","51","1","LA_R7N51",2017,0,50
"LAR4N25","pxw","LA","7","51","2","LA_R7N51",2017,0,50
"LAR4N25","pxw","LA","7","51","3","LA_R7N51",2017,0,50
NA,NA,"LA","7","52","1","LA_R7N52",2017,NA,NA
NA,NA,"LA","7","52","2","LA_R7N52",2017,NA,NA
NA,NA,"LA","7","52","3","LA_R7N52",2017,NA,NA
NA,NA,"LA","7","53","1","LA_R7N53",2017,NA,NA
NA,NA,"LA","7","53","2","LA_R7N53",2017,NA,NA
NA,NA,"LA","7","53","3","LA_R7N53",2017,NA,NA
"LAR4N28","pxw","LA","7","54","1","LA_R7N54",2017,0,28.57142857
"LAR4N28","pxw","LA","7","54","2","LA_R7N54",2017,0,28.57142857
"LAR4N28","pxw","LA","7","54","3","LA_R7N54",2017,0,33.33333333
NA,NA,"LA","7","55","1","LA_R7N55",2017,NA,NA
NA,NA,"LA","7","55","2","LA_R7N55",2017,NA,NA
NA,NA,"LA","7","55","3","LA_R7N55",2017,NA,NA
"LAR4N30","pxw","LA","7","56","1","LA_R7N56",2017,0,40
"LAR4N30","pxw","LA","7","56","2","LA_R7N56",2017,0,NA
"LAR4N30","pxw","LA","7","56","3","LA_R7N56",2017,0,40
"LAR4N31","pxw","LA","7","57","1","LA_R7N57",2017,1,22.22222222
"LAR4N31","pxw","LA","7","57","2","LA_R7N57",2017,1,25
"LAR4N31","pxw","LA","7","57","3","LA_R7N57",2017,1,25
"LAR4N32","pxw","LA","7","58","1","LA_R7N58",2017,0,40
NA,NA,"LA","7","58","2","LA_R7N58",2017,NA,NA
"LAR4N32","pxw","LA","7","58","3","LA_R7N58",2017,0,40
NA,NA,"LA","7","59","1","LA_R7N59",2017,NA,NA
NA,NA,"LA","7","59","2","LA_R7N59",2017,NA,NA
NA,NA,"LA","7","59","3","LA_R7N59",2017,NA,NA
NA,NA,"LA","7","6","1","LA_R7N6",2017,NA,NA
NA,NA,"LA","7","6","2","LA_R7N6",2017,NA,NA
NA,NA,"LA","7","6","3","LA_R7N6",2017,NA,NA
NA,NA,"LA","7","60","1","LA_R7N60",2017,NA,NA
"LAR4N34","pxw","LA","7","60","2","LA_R7N60",2017,1,NA
"LAR4N34","pxw","LA","7","60","3","LA_R7N60",2017,1,NA
NA,NA,"LA","7","61","1","LA_R7N61",2017,NA,NA
NA,NA,"LA","7","61","2","LA_R7N61",2017,NA,NA
NA,NA,"LA","7","61","3","LA_R7N61",2017,NA,NA
NA,NA,"LA","7","62","1","LA_R7N62",2017,NA,NA
