"Df","Sum of Sq","Wald statistic","Pr(Chisq)","Effect","FDR_BH"
1,1.29116509270444,1.29116509270444,0.255833349904567,"AX.635456627:AX.115480508",0.607796453600912
1,0.126270387429989,0.126270387429989,0.722330811563768,"AX.635456627:AX.115220559",0.890482320031461
1,0.0753635224077653,0.0753635224077653,0.783681828362892,"AX.635456627:AX.115588190",0.904428923777235
1,0.540826369965403,0.540826369965403,0.462090453612327,"AX.635456627:AX.115481149",0.760646852322018
1,0.496469566306926,0.496469566306926,0.481055485170592,"AX.635456627:AX.115395448",0.774406688359832
1,1.240220961425,1.240220961425,0.26542847342027,"AX.635456627:AX.105213082",0.614308651760693
1,0.306197064222178,0.306197064222178,0.580023248816897,"AX.635456627:AX.115517588",0.835964739698852
1,0.172782946996503,0.172782946996503,0.677650265788353,"AX.635456627:AX.635443693",0.876190960857168
1,0.302881481788457,0.302881481788457,0.582081604224267,"AX.635456627:AX.115186264",0.836534419785161
1,0.119547671117979,0.119547671117979,0.72952559533323,"AX.635456627:AX.115400610",0.890482320031461
1,0.958462128969104,0.958462128969104,0.327574647653417,"AX.635456627:AX.115447814",0.682987593356299
1,0.310928682097735,0.310928682097735,0.57711086729229,"AX.635456627:AX.115187979",0.835964739698852
1,0.681719114347109,0.681719114347109,0.408995381166697,"AX.635456627:AX.635456588",0.722239367561454
1,0.600841623484667,0.600841623484667,0.438257088658383,"AX.635456627:AX.115475792",0.745879061692416
1,0.530877339769678,0.530877339769678,0.466238241046434,"AX.635456627:AX.115331659",0.763901743473473
1,1.21611867915678,1.21611867915678,0.270123709893965,"AX.635456627:AX.115480864",0.617601027621202
1,2.72538779528538,2.72538779528538,0.0987641306928999,"AX.635456627:AX.115464436",0.385103548360687
1,0.109950989692257,0.109950989692257,0.740199940232527,"AX.635456627:AX.115656788",0.894632274003724
1,0.00183127619461707,0.00183127619461707,0.965866214860403,"AX.635456627:AX.115404032",0.990217421779208
1,0.0358345359738307,0.0358345359738307,0.849857600156521,"AX.635456627:AX.115459681",0.939534474404731
1,0.0114499891978801,0.0114499891978801,0.914785312730835,"AX.635456627:AX.115190780",0.968709499586547
1,0.539260316525062,0.539260316525062,0.46273943699908,"AX.635456627:AX.115518842",0.760646852322018
1,0.122461412233883,0.122461412233883,0.726380071839927,"AX.635456627:AX.115478990",0.890482320031461
1,0.998760086185315,0.998760086185315,0.317610716823626,"AX.635456627:AX.115191961",0.6712529015222
1,0.393063712324121,0.393063712324121,0.53069336481935,"AX.115523268:AX.115387642",0.812931199906615
1,6.27299703722308,6.27299703722308,0.0122591614446341,"AX.115523268:AX.635436323",0.128465795971895
1,0.0880912874114506,0.0880912874114506,0.76661785826614,"AX.115523268:AX.115324345",0.904428923777235
1,0.687375053868732,0.687375053868732,0.40705865980071,"AX.115523268:AX.115604410",0.722239367561454
1,1.17368233991159,1.17368233991159,0.278645908676121,"AX.115523268:AX.115196498",0.628515211049725
1,2.15773269825774,2.15773269825774,0.141853867664801,"AX.115523268:AX.115196627",0.452074308643965
1,1.88209268936197,1.88209268936197,0.170096490459693,"AX.115523268:AX.115192862",0.500342308194301
1,1.65335820214526,1.65335820214526,0.198502477454321,"AX.115523268:AX.635440051",0.545610634751495
1,2.04294229395702,2.04294229395702,0.152913623679262,"AX.115523268:AX.115329783",0.470617875417237
1,1.52103445110803,1.52103445110803,0.217463017057872,"AX.115523268:AX.115487380",0.588085470860805
1,3.13019724188894,3.13019724188894,0.0768544413657197,"AX.115523268:AX.115270580",0.345158785776402
1,0.343832556631061,0.343832556631061,0.557625307419635,"AX.115523268:AX.115480508",0.829989934856526
1,0.508632139095632,0.508632139095632,0.475731592859161,"AX.115523268:AX.115220559",0.771912874865026
1,1.0133773580502,1.0133773580502,0.314095085927488,"AX.115523268:AX.115588190",0.666623747770153
1,0.0190607073117313,0.0190607073117313,0.890192587020119,"AX.115523268:AX.115481149",0.960873114315708
1,1.41533580840351,1.41533580840351,0.234172634298642,"AX.115523268:AX.115395448",0.593253062896863
1,0.141366697629742,0.141366697629742,0.70692609256159,"AX.115523268:AX.105213082",0.883647372112449
1,0.232420156333666,0.232420156333666,0.629735096729434,"AX.115523268:AX.115517588",0.864122162796683
1,0.00400151331805018,0.00400151331805018,0.949561445373054,"AX.115523268:AX.115186264",0.988880759881255
1,0.313151404697365,0.313151404697365,0.575752765301025,"AX.115523268:AX.115400610",0.835964739698852
1,0.283704812061768,0.283704812061768,0.594283169664039,"AX.115523268:AX.115447814",0.846811428728079
1,1.72740654961638,1.72740654961638,0.188742444270936,"AX.115523268:AX.115187979",0.536369771007237
1,1.15720724010868,1.15720724010868,0.282045488117868,"AX.115523268:AX.635456588",0.630528357881278
1,2.63932663004529,2.63932663004529,0.104247720683141,"AX.115523268:AX.115475792",0.390813407849524
1,2.01015962723008,2.01015962723008,0.156248877126598,"AX.115523268:AX.115331659",0.470617875417237
1,0.932390502254833,0.932390502254833,0.33424252400859,"AX.115523268:AX.115480864",0.684867239928391
1,2.89521759818865,2.89521759818865,0.0888427785334917,"AX.115523268:AX.115464436",0.373194902737653
1,0.144404298014769,0.144404298014769,0.703941217227278,"AX.115523268:AX.115656788",0.883647372112449
1,0.24444493747558,0.24444493747558,0.621014018603771,"AX.115523268:AX.115404032",0.864122162796683
1,4.70958977816442,4.70958977816442,0.0299948082246395,"AX.115523268:AX.115459681",0.209547063013801
1,1.2297152876742,1.2297152876742,0.267462414981296,"AX.115523268:AX.115190780",0.614308651760693
1,1.04519424607654,1.04519424607654,0.306616497205899,"AX.115523268:AX.115518842",0.661923167787842
1,1.31267719684465,1.31267719684465,0.251910505814995,"AX.115523268:AX.115478990",0.607796453600912
1,3.18233858497574,3.18233858497574,0.0744381223204275,"AX.115523268:AX.115191961",0.343508032359404
1,1.3715943657109,1.3715943657109,0.241538138430322,"AX.115387642:AX.635436323",0.603075732186522
1,0.0144720755217705,0.0144720755217705,0.904245551779893,"AX.115387642:AX.115324345",0.965680493726722
1,0.479385636795419,0.479385636795419,0.488700729753135,"AX.115387642:AX.115604410",0.780369736716912
1,0.00102429005226171,0.00102429005226171,0.974468436939777,"AX.115387642:AX.115196498",0.990217421779208
1,0.827584304358135,0.827584304358135,0.362971983946202,"AX.115387642:AX.115196627",0.704968230989888
1,4.42814557423022,4.42814557423022,0.0353508965349382,"AX.115387642:AX.115192862",0.237086679427652
1,2.15378419274727,2.15378419274727,0.142218979532044,"AX.115387642:AX.635440051",0.452074308643965
1,1.02702496971692,1.02702496971692,0.310858442401119,"AX.115387642:AX.115329783",0.666623747770153
1,1.96588524536429,1.96588524536429,0.160885298140391,"AX.115387642:AX.115487380",0.481698243837003
1,5.61975008624801,5.61975008624801,0.0177591810636284,"AX.115387642:AX.115270580",0.150778265381009
1,4.83150202729625,4.83150202729625,0.0279442751639564,"AX.115387642:AX.115480508",0.200799577249572
1,0.0373931136996465,0.0373931136996465,0.846666866170453,"AX.115387642:AX.115220559",0.939534474404731
1,0.611592392553408,0.611592392553408,0.434188875443328,"AX.115387642:AX.115588190",0.744264956372113
1,0.681062451179684,0.681062451179684,0.409221112833031,"AX.115387642:AX.115481149",0.722239367561454
1,0.0758079434947694,0.0758079434947694,0.783060856289902,"AX.115387642:AX.115395448",0.904428923777235
1,4.07975744784153,4.07975744784153,0.043399888386442,"AX.115387642:AX.115517588",0.256825221863298
1,3.374095576055,3.374095576055,0.066228921033309,"AX.115387642:AX.115186264",0.33250321982347
1,1.46846823857166,1.46846823857166,0.225587526720341,"AX.115387642:AX.115400610",0.593253062896863
1,0.0889786310330695,0.0889786310330695,0.76547965238026,"AX.115387642:AX.115447814",0.904428923777235
1,7.23194637277618,7.23194637277618,0.00716175196443647,"AX.115387642:AX.115187979",0.0973611145435552
1,0.0853287534976969,0.0853287534976969,0.770201864908378,"AX.115387642:AX.635456588",0.904428923777235
1,1.25330207106676,1.25330207106676,0.262922735508184,"AX.115387642:AX.115475792",0.613753563375287
1,0.494589233481474,0.494589233481474,0.481887263333255,"AX.115387642:AX.115331659",0.774406688359832
1,1.35160851048245,1.35160851048245,0.244997111590036,"AX.115387642:AX.115480864",0.603418214762369
1,0.207812030589263,0.207812030589263,0.648487743627919,"AX.115387642:AX.115464436",0.868550007638336
1,0.0266811850559954,0.0266811850559954,0.870247778338928,"AX.115387642:AX.115656788",0.949532825389329
1,7.06091119558599,7.06091119558599,0.00787839158725756,"AX.115387642:AX.115404032",0.0990707742097638
1,0.1371222713407,0.1371222713407,0.711158791394646,"AX.115387642:AX.115459681",0.883647372112449
1,0.421359636354592,0.421359636354592,0.516259390705531,"AX.115387642:AX.115190780",0.801476770138525
1,2.16753646801408,2.16753646801408,0.140951875884039,"AX.115387642:AX.115518842",0.452074308643965
1,0.353029070222904,0.353029070222904,0.552403435085072,"AX.115387642:AX.115478990",0.828381811321633
1,0.197003977186801,0.197003977186801,0.657150095581169,"AX.115387642:AX.115191961",0.868550007638336
1,0.575996000902742,0.575996000902742,0.447886054369187,"AX.635436323:AX.115324345",0.755995588415105
1,1.41370894144529,1.41370894144529,0.234441662377069,"AX.635436323:AX.115604410",0.593253062896863
1,1.27115000834651,1.27115000834651,0.259551049953153,"AX.635436323:AX.115196498",0.612507269562056
1,0.198834136781027,0.198834136781027,0.655663547455049,"AX.635436323:AX.115196627",0.868550007638336
1,0.0883226025813483,0.0883226025813483,0.766320548623455,"AX.635436323:AX.115192862",0.904428923777235
1,9.07707699483832,9.07707699483832,0.00258833431626271,"AX.635436323:AX.635440051",0.0482197096696349
1,0.335087791318093,0.335087791318093,0.562678459403956,"AX.635436323:AX.115329783",0.830927936685851
1,2.19221637293401,2.19221637293401,0.13870959257494,"AX.635436323:AX.115487380",0.452074308643965
1,2.01650931116865,2.01650931116865,0.155596476028649,"AX.635436323:AX.115270580",0.470617875417237
1,0.387109249654702,0.387109249654702,0.533822830080351,"AX.635436323:AX.115480508",0.813675404637626
1,0.158286570559554,0.158286570559554,0.690738953525028,"AX.635436323:AX.115220559",0.881831709703272
1,7.07814887648981,7.07814887648981,0.00780295769904304,"AX.635436323:AX.115588190",0.0990707742097638
1,1.23108434754919,1.23108434754919,0.267196261903737,"AX.635436323:AX.115481149",0.614308651760693
1,2.58910661193186,2.58910661193186,0.107601012627284,"AX.635436323:AX.115395448",0.392197893851623
1,0.404372642924241,0.404372642924241,0.524839638222662,"AX.635436323:AX.105213082",0.809798582901838
1,0.209107671283439,0.209107671283439,0.647467702793759,"AX.635436323:AX.115517588",0.868550007638336
1,0.15146975394207,0.15146975394207,0.697134747115075,"AX.635436323:AX.115186264",0.883647372112449
1,7.68935615810525,7.68935615810525,0.00555474402282563,"AX.635436323:AX.115400610",0.0873136326087904
1,4.65477047329029,4.65477047329029,0.030967372466801,"AX.635436323:AX.115447814",0.213377922613711
1,3.70208370366234,3.70208370366234,0.0543445612283376,"AX.635436323:AX.115187979",0.300121573719016
1,0.167490406888888,0.167490406888888,0.682351861605868,"AX.635436323:AX.635456588",0.876190960857168
1,2.14642584870086,2.14642584870086,0.142902216847695,"AX.635436323:AX.115475792",0.452074308643965
1,0.915520248655024,0.915520248655024,0.338653964421529,"AX.635436323:AX.115331659",0.684867239928391
1,5.81890113893808,5.81890113893808,0.0158548472113701,"AX.635436323:AX.115480864",0.142410502630699
1,0.049294143777306,0.049294143777306,0.824296099248772,"AX.635436323:AX.115464436",0.929210198052829
1,1.3118251906351,1.3118251906351,0.252064460399293,"AX.635436323:AX.115656788",0.607796453600912
1,0.226309200056896,0.226309200056896,0.634274108853297,"AX.635436323:AX.115404032",0.864122162796683
1,0.0566474254856643,0.0566474254856643,0.811875512736984,"AX.635436323:AX.115459681",0.926016741285041
1,0.00498051603889033,0.00498051603889033,0.943737781775287,"AX.635436323:AX.115190780",0.986902503602846
1,5.45362943648619,5.45362943648619,0.0195277167754032,"AX.635436323:AX.115518842",0.155911770444886
1,0.549872179532144,0.549872179532144,0.458369926205106,"AX.635436323:AX.115478990",0.760646852322018
1,6.47031250287184,6.47031250287184,0.0109691242436946,"AX.635436323:AX.115191961",0.128313244059962
1,2.3022692730911,2.3022692730911,0.129185138467344,"AX.115324345:AX.115604410",0.436108219121301
1,2.01087993083968,2.01087993083968,0.156174713208521,"AX.115324345:AX.115196498",0.470617875417237
1,5.19680685596106,5.19680685596106,0.0226284193845105,"AX.115324345:AX.115196627",0.174503157017688
1,0.260179679061986,0.260179679061986,0.609996739765313,"AX.115324345:AX.115192862",0.857062458385342
1,0.202201517338753,0.202201517338753,0.65294968227623,"AX.115324345:AX.635440051",0.868550007638336
1,0.136797757778041,0.136797757778041,0.711485458659129,"AX.115324345:AX.115329783",0.883647372112449
1,0.001270306126817,0.001270306126817,0.971568333398611,"AX.115324345:AX.115487380",0.990217421779208
1,0.149820630861123,0.149820630861123,0.698706828813561,"AX.115324345:AX.115270580",0.883647372112449
1,3.42591734737222,3.42591734737222,0.0641805771284093,"AX.115324345:AX.115480508",0.33250321982347
1,0.864237690321362,0.864237690321362,0.35255551495153,"AX.115324345:AX.115220559",0.695433035374979
1,3.95616367709525,3.95616367709525,0.0467000188251256,"AX.115324345:AX.115588190",0.273140807779514
1,0.918017883445571,0.918017883445571,0.337995950104745,"AX.115324345:AX.115481149",0.684867239928391
1,0.0428949298426353,0.0428949298426353,0.835923240366261,"AX.115324345:AX.115395448",0.93230463393399
1,0.0518284437143848,0.0518284437143848,0.81991165019946,"AX.115324345:AX.115517588",0.929210198052829
1,3.16365259960855,3.16365259960855,0.0752945429958509,"AX.115324345:AX.115186264",0.344301410244664
1,3.27004989277932,3.27004989277932,0.0705554777989088,"AX.115324345:AX.115400610",0.334805710687275
1,0.543599577803668,0.543599577803668,0.460944761299345,"AX.115324345:AX.115447814",0.760646852322018
1,3.86650161762386,3.86650161762386,0.0492590961215043,"AX.115324345:AX.115187979",0.278396914035018
1,0.0642634444837597,0.0642634444837597,0.799880040810908,"AX.115324345:AX.635456588",0.914408319381561
1,6.33813250326119,6.33813250326119,0.0118169231653908,"AX.115324345:AX.115475792",0.128465795971895
1,4.13486389186597,4.13486389186597,0.0420084455574918,"AX.115324345:AX.115331659",0.254581302595402
1,0.0755243504512537,0.0755243504512537,0.783456882869661,"AX.115324345:AX.115480864",0.904428923777235
1,0.45015956696848,0.45015956696848,0.502259188296551,"AX.115324345:AX.115464436",0.791759716090457
1,2.49693814370552,2.49693814370552,0.114067873799386,"AX.115324345:AX.115656788",0.408869242609919
1,0.793792326081263,0.793792326081263,0.372955867141293,"AX.115324345:AX.115404032",0.706723189837232
1,0.838736491398037,0.838736491398037,0.359758385088315,"AX.115324345:AX.115459681",0.70411855135962
1,0.0135547162780835,0.0135547162780835,0.907315941986335,"AX.115324345:AX.115190780",0.966906607667641
1,0.977255186770901,0.977255186770901,0.322877397113879,"AX.115324345:AX.115518842",0.679528580536742
1,0.399809882511843,0.399809882511843,0.527187457772262,"AX.115324345:AX.115478990",0.810933612414213
1,1.30707339683006,1.30707339683006,0.252925217166018,"AX.115324345:AX.115191961",0.607796453600912
1,0.0354945669771332,0.0354945669771332,0.850563085182477,"AX.115604410:AX.115196498",0.939534474404731
1,0.616583574351573,0.616583574351573,0.432319691592939,"AX.115604410:AX.115196627",0.744264956372113
1,0.738163400129295,0.738163400129295,0.390249842425658,"AX.115604410:AX.115192862",0.716465607189127
1,2.27893421237007,2.27893421237007,0.13114196524144,"AX.115604410:AX.635440051",0.43685038752612
1,0.659639734715664,0.659639734715664,0.416687159274814,"AX.115604410:AX.115329783",0.730291432457253
1,0.792406454551995,0.792406454551995,0.373373457014611,"AX.115604410:AX.115487380",0.706723189837232
1,0.946560421189046,0.946560421189046,0.330596360535621,"AX.115604410:AX.115270580",0.684320861520235
1,0.365167427031194,0.365167427031194,0.545650291003618,"AX.115604410:AX.115480508",0.824210499624084
1,0.322048801761859,0.322048801761859,0.570378983849598,"AX.115604410:AX.115220559",0.835964739698852
1,0.799692110458606,0.799692110458606,0.371185439373284,"AX.115604410:AX.115588190",0.706723189837232
1,0.638888515373045,0.638888515373045,0.424113568625664,"AX.115604410:AX.115481149",0.734418290079525
1,2.04965290002885,2.04965290002885,0.152240894778477,"AX.115604410:AX.115395448",0.470617875417237
1,0.550382397521044,0.550382397521044,0.458161488812157,"AX.115604410:AX.105213082",0.760646852322018
1,3.29693645590393,3.29693645590393,0.0694092208379014,"AX.115604410:AX.115517588",0.33250321982347
1,0.224494350730652,0.224494350730652,0.635636580983643,"AX.115604410:AX.115186264",0.864122162796683
1,7.61969903803947,7.61969903803947,0.00577341223023764,"AX.115604410:AX.115400610",0.0880007985396828
1,0.64775786557459,0.64775786557459,0.420915443499287,"AX.115604410:AX.115447814",0.734211182998209
1,1.65945242124928,1.65945242124928,0.197677273056009,"AX.115604410:AX.115187979",0.545610634751495
1,0.693150866960877,0.693150866960877,0.405094717371224,"AX.115604410:AX.635456588",0.722239367561454
1,2.68315684643153,2.68315684643153,0.101414508372245,"AX.115604410:AX.115475792",0.386450740236659
1,0.167515524108467,0.167515524108467,0.682329345277608,"AX.115604410:AX.115331659",0.876190960857168
1,0.0456109654029433,0.0456109654029433,0.830884549738327,"AX.115604410:AX.115480864",0.929210198052829
1,1.1644717285767,1.1644717285767,0.280540070102123,"AX.115604410:AX.115464436",0.629962746702536
1,0.306258512616409,0.306258512616409,0.579985238474076,"AX.115604410:AX.115656788",0.835964739698852
1,0.0469000928136438,0.0469000928136438,0.8285479157133,"AX.115604410:AX.115404032",0.929210198052829
1,1.45009325096783,1.45009325096783,0.228512990192957,"AX.115604410:AX.115459681",0.593253062896863
1,0.00689884076098224,0.00689884076098224,0.933804419249746,"AX.115604410:AX.115190780",0.982643562515946
1,0.00248980449305236,0.00248980449305236,0.960203718289039,"AX.115604410:AX.115518842",0.990217421779208
1,0.166950104975626,0.166950104975626,0.682836693153101,"AX.115604410:AX.115478990",0.876190960857168
1,0.789732319772384,0.789732319772384,0.37418107838718,"AX.115604410:AX.115191961",0.706723189837232
1,0.579471930571231,0.579471930571231,0.446519381748028,"AX.115196498:AX.115196627",0.755995588415105
1,0.189912502170387,0.189912502170387,0.662989451166773,"AX.115196498:AX.115192862",0.868550007638336
1,0.170944393095056,0.170944393095056,0.679273855970205,"AX.115196498:AX.635440051",0.876190960857168
1,1.41210973867283,1.41210973867283,0.234706480152039,"AX.115196498:AX.115329783",0.593253062896863
1,1.94799434842287,1.94799434842287,0.162803142819106,"AX.115196498:AX.115487380",0.484556099633196
1,3.03920851230544,3.03920851230544,0.0812755361342684,"AX.115196498:AX.115270580",0.349415339107154
1,0.391106370646412,0.391106370646412,0.531718419024406,"AX.115196498:AX.115480508",0.812931199906615
1,0.736374174691946,0.736374174691946,0.390824840587403,"AX.115196498:AX.115220559",0.716465607189127
1,2.8373302072772,2.8373302072772,0.0920971191000471,"AX.115196498:AX.115588190",0.376624804124583
1,3.40078602410199,3.40078602410199,0.0651653595097786,"AX.115196498:AX.115481149",0.33250321982347
1,0.521664756510518,0.521664756510518,0.470132406936174,"AX.115196498:AX.115395448",0.765296442358885
1,0.236735246493708,0.236735246493708,0.626574099819328,"AX.115196498:AX.105213082",0.864122162796683
1,1.73824740117186,1.73824740117186,0.187361045888431,"AX.115196498:AX.115517588",0.535469352737958
1,0.843588810344272,0.843588810344272,0.358372382384503,"AX.115196498:AX.115186264",0.70411855135962
1,0.738354705367328,0.738354705367328,0.390188434896691,"AX.115196498:AX.115400610",0.716465607189127
1,1.48436908681026,1.48436908681026,0.223092187321886,"AX.115196498:AX.115447814",0.593253062896863
1,4.33166069689003,4.33166069689003,0.0374097294894926,"AX.115196498:AX.115187979",0.240952535142983
1,2.41137607865335,2.41137607865335,0.120456438612895,"AX.115196498:AX.635456588",0.415082294004252
1,0.139535533454932,0.139535533454932,0.708743192101512,"AX.115196498:AX.115475792",0.883647372112449
1,0.13995419513526,0.13995419513526,0.708326552763895,"AX.115196498:AX.115331659",0.883647372112449
1,2.62956755125958,2.62956755125958,0.104890278448679,"AX.115196498:AX.115480864",0.390813407849524
1,2.21412478531215,2.21412478531215,0.136752596371923,"AX.115196498:AX.115464436",0.449585333170441
1,0.0171778782538468,0.0171778782538468,0.895724358923619,"AX.115196498:AX.115656788",0.962593462702399
1,2.21466631436829,2.21466631436829,0.136704617023132,"AX.115196498:AX.115404032",0.449585333170441
1,0.198785114544307,0.198785114544307,0.655703258701975,"AX.115196498:AX.115459681",0.868550007638336
1,7.35663096293638,7.35663096293638,0.00668158719547218,"AX.115196498:AX.115190780",0.0933566210922919
1,0.26809528401634,0.26809528401634,0.604612342996894,"AX.115196498:AX.115518842",0.855223824074205
1,0.340784203258636,0.340784203258636,0.559376914346644,"AX.115196498:AX.115478990",0.829989934856526
1,0.227529216550238,0.227529216550238,0.633361960000456,"AX.115196498:AX.115191961",0.864122162796683
1,0.227212268855851,0.227212268855851,0.633598637773293,"AX.115196627:AX.115192862",0.864122162796683
1,2.88941726378846,2.88941726378846,0.0891631705475073,"AX.115196627:AX.635440051",0.373194902737653
1,0.00115698355250515,0.00115698355250515,0.972865619217778,"AX.115196627:AX.115329783",0.990217421779208
1,0.143193304049305,0.143193304049305,0.70512684935978,"AX.115196627:AX.115487380",0.883647372112449
1,0.00192367423721862,0.00192367423721862,0.965016230447811,"AX.115196627:AX.115270580",0.990217421779208
1,-0.0000278408356280124,-0.0000278408356280124,1,"AX.115196627:AX.115220559",1
1,-0.00000220139145312714,-0.00000220139145312714,1,"AX.115480508:AX.635456588",1
NA,1,NA,NA,"residual (MS)",NA
